Signal_1,Signal_2,Signal_3,Signal_4,Signal_5,Signal_6
0.8254958529653744,0.25259902435603543,0.20407264516910428,0.011528476779577357,0.1568872081365641,0.3373369906521687
0.8154470196959942,0.2640600707034775,0.1936220879662935,0.00890098160532532,0.14748251798971046,0.32501379205417547
0.8051819082985852,0.27568288318928624,0.1833815908913225,0.006610195829936993,0.13831952237901085,0.31281056824472786
0.7947075567825069,0.28745949293130424,0.17335817507737422,0.004657690071704079,0.12940450367650908,0.30073568605006495
0.7840311466172194,0.29938182560024484,0.16355871282145373,0.003044803015933406,0.12074357423526566,0.2887974243023017
0.7731599978084935,0.31144170695564805,0.15398992287257451,0.0017726404971118992,0.11234267219858096,0.2770039681632609
0.762101563879638,0.32363086845033817,0.1446583658252213,0.0008420747407192342,0.10420755742865923,0.26536340351252763
0.7508634267611819,0.3359409528995402,0.13557043962124737,0.00025374376520947983,0.09634380755750799,0.25388371140357413
0.7394532915925205,0.34836352021076855,0.12673237516329033,8.050944569681917e-06,0.0887568141627782,0.24257276259175597
0.727878981439084,0.360890053170559,0.11815023204271408,0.00010516473175697927,0.08145177907116752,0.23143831213793137
0.7161484319286542,0.3735119632840771,0.10982989438500662,0.0005450185432034349,0.07443371079192201,0.22048799409140296
0.7042696858105058,0.3862205966635982,0.10177706681547977,0.001327310804467019,0.06770742108288075,0.20972931625582902
0.6922508874411023,0.399007239961823,0.09399727054804063,0.0024515051569984903,0.061277521651417755,0.1991696550416906
0.6801002772001278,0.41186312634595995,0.08649583959971302,0.003916830825881901,0.055148420992543634,0.1888162504088461
0.6678261858406825,0.4247794415084781,0.07927791713350602,0.005722283148296425,0.04932432136633452,0.17867620090263875
0.6554370287775169,0.4377473297104102,0.07234845193213679,0.00786662426233764,0.043809215916760624,0.168756458786962
0.6429413003172185,0.4507578998530625,0.06571219500502501,0.010348383955725737,0.03860688593388978,0.15906382527761864
0.63034756783431,0.4638022315739674,0.05937369633088574,0.013165860673818641,0.03372089826134339,0.14960494587924233
0.6176644658972488,0.4768713813629001,0.05333730173815332,0.016317122686239027,0.029154602850781808,0.14038630582897854
0.6049006903483579,0.48995638869376656,0.047607149925376346,0.019800009411315822,0.0249111304650963,0.13141422565004834
0.5920649923417456,0.5030482821681574,0.04218716962362534,0.023612132897431137,0.02099339053188204,0.12269485681824471
0.5791661723433013,0.5161380856663562,0.0370810769028595,0.027750879460257893,0.017404069148663937,0.11423417754433135
0.5662130740968833,0.5292168245015848,0.032292372624099064,0.03221341147476531,0.014145627241243186,0.10603798867523662
0.5532145785608333,0.5422755315732664,0.02782434003914991,0.03699666932076323,0.011220298876426615,0.0981119097168518
0.5401795978189757,0.5553052535150872,0.023680042539526658,0.04209737348065218,0.008630089730296386,0.09046137498116164
0.5271170689702773,0.5682970568336415,0.019862321556117113,0.047512026787939976,0.006376775713070049,0.08309162986034863
0.5140359480013548,0.5812420340334514,0.01637379461102817,0.05323691682498399,0.004461901751492914,0.07600772723042432
0.5009452036460335,0.5941313097241617,0.013216853522949379,0.05926811846831487,0.0028867807295993586,0.0692145239868554
0.48785381123616617,0.6069560467057233,0.01039366276726389,0.06560149657979603,0.0016524925885673114,0.0627166777145583
0.4747707465479272,0.619707452027391,0.007906157992031704,0.07223270884177496,0.0007598835862845377,0.05651864349454572
0.46170497964780316,0.6323767830163846,0.005756044690862383,0.07915720873428161,0.00020956571713370842,0.050624670849415354
0.44866546874249746,0.644955353272077,0.003944797033587355,0.0863702486522323,1.916292394155139e-06,0.04503880082977396
0.4356611540369666,0.6574345386216015,0.0024736568555330796,0.09386688316050357,0.0001370776815480257,0.03976486324359507
0.42270095160479887,0.6698057830327937,0.0013436328060889013,0.10164197238464184,0.0006149572146686433,0.03480647403040982
0.40979374727513795,0.6820606044804143,0.0005554996571524029,0.1096901855348863,0.0014352272459567939,0.030167032782130898
0.39694839054034303,0.6941906007616322,0.00010979777192710038,0.11800600456108784,0.0025973253783829753,0.025849720412210064
0.3841736884885619,0.7061874552567777,6.832734436246213e-06,0.12658372793601763,0.004100454849280399,0.02185749697472683
0.37147839976537816,0.7180429426314194,0.0002466751400069245,0.13541747456447295,0.005943585076624569,0.018193099634903176
0.35887122856867093,0.7297489344758524,0.0008291605468683794,0.1445011878154983,0.008125452365625618,0.014859040792437217
0.3463608186808058,0.7412974048781334,0.0017538895888973283,0.15382863967495886,0.010644560775147915,0.011857606358940453
0.33395574754224844,0.7526804359268409,0.003020228249432655,0.1633934350156177,0.013499183143363735,0.009190854190661901
0.3216645203706625,0.7638902231397864,0.0046273082959730205,0.17318901598179037,0.016687362271937012,0.006860612677571543
0.30949556432952674,0.774919080814958,0.006574027875458077,0.18320866648556983,0.02020691226792637,0.004868479489771871
0.2974572227502669,0.7857594473000231,0.008859052269725387,0.19344551681153893,0.024055420042486064,0.0032158204820966207
0.2855577494118659,0.796403890176781,0.011480814810625906,0.20389254832681436,0.02823024696533849,0.0019037687576475282
0.2738053028818721,0.8068451113570092,0.014437517954169365,0.21454259829319128,0.03272853067388276,0.0009332238909113832
0.26220794092268807,0.8170759520862093,0.017727134512964315,0.22538836477809038,0.03754718703570015,0.0003048513109898954
0.25077361496697265,0.8270893978518233,0.021347409046106658,0.23642241166094013,0.04268291226311011,1.9081845365254146e-05
0.2395101646659465,0.8368785831925534,0.025295859405564947,0.24763717373156136,0.048132185178327125,7.6111424514691e-05
0.22842531251433662,0.846436796405488,0.02956977843800107,0.2590249618770588,0.05389126962766572,0.0004759009475753251
0.21752665855564673,0.8557574841478093,0.034166235840860426,0.27057796835366343,0.059956217043137916,0.0012181763091531628
0.20682167517138328,0.864834255929923,0.0390820801714582,0.2822882721399108,0.06632286914968738,0.002302428587255989
0.19631770195780923,0.873660888496934,0.04431394100768499,0.294147844367486,0.07298686081620342,0.0037279143922229196
0.18602194069373884,0.8822313300954598,0.049858231258850194,0.3061485538260097,0.07994362304836117,0.005493656376410083
0.17594145040282372,0.89053970462286,0.05571114962507806,0.3182821725379941,0.08718838612123442,0.007598443904284269
0.1660831425137146,0.898580315656035,0.061868683203571195,0.3305403814001433,0.09471618284953509,0.010040833882463684
0.15645377612141842,0.9063476503570314,0.06832661023995412,0.34291477588713226,0.10252185199323577,0.012819151749137836
0.14705995335309885,0.9138363832527775,0.0750805030228105,0.35539687181395374,0.11060004179624117,0.015931492622187904
0.13790811484149773,0.921041379886357,0.08212573091942932,0.3679781111528807,0.11894521365568173,0.019375722605219914
0.12900453530908101,0.9279577003373174,0.08945746355067913,0.3806498679010582,0.1275516459193144,0.023149480250615972
0.1203553192659369,0.9345806026085983,0.09707067410283315,0.3934034539946999,0.1364134378084258,0.027250178178600037
0.11196639682437565,0.940905545877761,0.10496014277407456,0.40623012526583535,0.14552451346354967,0.031675004851208166
0.10384351963310073,0.9469281936102854,0.11312046035331935,0.4191210874375237,0.15487862611022313,0.03642092649994727
0.09599225693373886,0.9526444165328036,0.12154603192890256,0.4320675021534234,0.16446936234192694,0.04148468920582027
0.08841799174243309,0.9580502954642305,0.1302310807245856,0.4450604930375834,0.17429014651727254,0.04686282113029194
0.08112591715911616,0.9631421240028479,0.13916965206025395,0.4580911517803021,0.18433424526842124,0.0525516348956655
0.07412103280699522,0.9679164110675054,0.14835561743459025,0.4711505442458802,0.19459477211764464,0.05854723011323848
0.0674081414046892,0.9723698832911882,0.1577826787269238,0.48422971659808134,0.20506469219886075,0.0648454960575035
0.060991845473367945,0.976499487265319,0.16744437251537442,0.497319701439099,0.2157368270809087,0.07144211448456161
0.054876544181152453,0.9803023916332472,0.17733407450833155,0.510411523957822,0.22660385968925534,0.07833256259281496
0.049066430326938415,0.983775989031497,0.1874450040862291,0.5234962080831826,0.23765833932275915,0.08551211612390919
0.04356548746571143,0.9869178978774383,0.1977702289505029,0.5365647826383694,0.24889268676205145,0.0929758526017998
0.03837748717732531,0.9897259640021578,0.2083026698765425,0.549608287491682,0.2602991994660332,0.10071865470772084
0.03350598648061531,0.9921982621274091,0.21903510556737932,0.5626177796998166,0.27187005685292376,0.10873521378874296
0.02895432539461984,0.994333097185631,0.22996017760478316,0.5755843396393634,0.28359732566224183,0.11702003349751455
0.024725624648582134,0.9961290054821259,0.2410703954943721,0.5884990771223175,0.2954729653940409,0.1255674335606909
0.020822783542303047,0.997584755698605,0.25235814180127714,0.6013531374914072,0.30748883382167136,0.13437155367346715
0.01724847795831036,0.9986993497374104,0.2638156773728403,0.6141377076910618,0.3196366925742883,0.14342635751754568
0.014005158527209016,0.9994720234058334,0.27543514664476554,0.6268440223098561,0.3319082127852785,0.1527256368997822
0.011095048947469377,0.9999022469400658,0.2872085830270839,0.6394633695902896,0.34429498080273346,0.16226301600867354
0.008520144460805401,0.999989725368417,0.2991279143662412,0.6519870974017783,0.3567885039580532,0.17203195578576885
0.006282210484188755,0.9997343987135549,0.3111849684795618,0.6644066191727653,0.36938021638872576,0.1820257584090063
0.004382781399436042,0.999136442033627,0.32337147875829586,0.6767134197778826,0.3820614849112904,0.19223757188490276
0.0028231595011993793,0.9981962653022368,0.3356790898354064,0.6888990613761279,0.3948236149404575,0.2026603947464466
0.0016044141040815751,0.9969145131273558,0.34809936331421154,0.7009551891960525,0.4076578564503272,0.21328708085347303
0.0007273808094881429,0.9952920643093648,0.3606237835539544,0.7128735372639956,0.42055540997361945,0.22411034429223153
0.00019266093271880225,0.9933300312385265,0.37324376350833255,0.7246459340714365,0.43350743263480207,0.2351227643707849
6.210906909887015e-07,0.9910297591323045,0.3859506506129852,0.7362643081775786,0.4465050442129807,0.24631679070681545
0.0001513929505783107,0.9883928251130492,0.3987357327179017,0.7477206937433251,0.4595393332303938,0.2576847484043505
0.0006448731395366503,0.9854210371266838,0.4115902440606822,0.7590072359928519,0.4726013630623379,0.26921884331585716
0.001480723315578858,0.9821164327031346,0.42450537127655746,0.770116196599032,0.4856821780643341,0.2809111673860988
0.0026583703995502472,0.978481277559349,0.43747225944104556,0.7810399589890202,0.4987728097123353,0.29275370407408974
0.004177006968045682,0.9745180640458659,0.4504820181411025,0.791771033566361,0.5118642827517639,0.30473833384943005
0.006035591806998419,0.9702295094380001,0.4635257275706053,0.8023020628460363,0.5249476213511637,0.3168568397592525
0.008232850625562005,0.9656185540728117,0.4765944446459874,0.8126258264989368,0.5380138552562481,0.329100913061965
0.0107672769297949,0.9606883593331401,0.48967920913783364,0.8227352463022937,0.5510540259401238,0.34146215892392495
0.013637133055549033,0.9554423054800831,0.5027710498142309,0.8326233909926809,0.564059192745474,0.35393210217514137
0.016840451359854847,0.9498839893354083,0.5158609905916625,0.8422834810182569,0.5770204390144902,0.36650219312005633
0.020375035569984767,0.9440172218154838,0.528940056689228,0.8517088931869898,0.5899288782023486,0.3791638133994243
0.024238462289271345,0.9378460253184229,0.5419992807819719,0.8608931652076787,0.6027756599700418,0.39190828189926774
0.028428082658646325,0.9313746309662294,0.5550297091490981,0.8698300001206569,0.6155519762523844,0.40472686070285974
0.03294102417276329,0.924607475703838,0.5680224078128586,0.8785132706151408,0.6282490672970374,0.41761076108165146
0.03777419264945642,0.9175491992570375,0.5809684686639051,0.8869370232302622,0.6408582276704063,0.4305511495210378
0.042924274351187175,0.9102046409513616,0.5938590155689049,0.8950954824369062,0.6533708122262977,0.4435391537768291
0.04838773825702303,0.9025788363941308,0.6066852104562332,0.9029830545975528,0.6657782420332409,0.4565658689582771
0.054160838483591156,0.8946770140219172,0.6194382593755697,0.9105943318014118,0.678072010256412,0.4696223636334839
0.06023961685334672,0.8865045915158019,0.6321094185272436,0.9179240955722169,0.6902436879901256,0.48269968595300833
0.06661990560839565,0.8780671720868811,0.6446900002571951,0.9249673204461397,0.7022849300368974,0.4957888697874711
0.07329733026801033,0.8693705406345693,0.6571713790134421,0.9317191774173699,0.7141874806291137,0.5088809408749507
0.08026731262787995,0.8604206597803312,0.6695449972599671,0.9381750372489981,0.7259431790893864,0.5219669229739548
0.08752507389903813,0.8512236657795644,0.6818023713439718,0.9443304736469338,0.7375439654257105,0.5350378440177491
0.09506563798431672,0.8417858643144336,0.6939350973124758,0.9501812662946794,0.7489818858575911,0.5480847422658245
0.10288383489007868,0.8321137261705416,0.7059348566742695,0.9557234037468815,0.7602490982693475,0.561098672448283
0.11097430427089122,0.8222138828004026,0.7177934221032745,0.9609530861796757,0.7713378775868585,0.5740707118989321
0.11933149910470842,0.8120931217767569,0.729502663079397,0.9658667279959374,0.78224062107406,0.5869919666728811
0.1279496894960443,0.8017583821388461,0.7410545514630105,0.9704609602836548,0.7929498535455657,0.5998535776444456
0.13682296660452797,0.7912167496348406,0.7524411669992421,0.9747326331257358,0.8034582324918355,0.6126467265811786
0.14594524669614817,0.7804754518636775,0.7636547027482925,0.9786788177596684,0.8137585531133775,0.6253626421898647
0.1553102753144086,0.7695418533196443,0.774687470438062,0.9822968085855509,0.8238437532605345,0.637992606130332
0.1649116315685351,0.7584234503431029,0.785531905735417,0.9855841250211168,0.833706918275464,0.6505279589929567
0.17474273253579414,0.747127865980816,0.7961805734324807,0.9885385132024824,0.8433412857329954,0.6629601062357647
0.18479683777490435,0.7356628447594028,0.8066261725443913,0.9911579475294505,0.8527402500771138,0.6752805240770587
0.1950670539474464,0.7240362473755024,0.8168615413150342,0.9934406320543109,0.8618973671498882,0.6874807653395288
0.20554633954410317,0.71225604530629,0.8268796621273165,0.9953850017131854,0.870806358609743,0.6995524652418423
0.21622750971248927,0.7003303153440393,0.8366736663146145,0.9969897233990745,0.8794611162360413,0.7114873471337413
0.22710324118326014,0.6882672340584767,0.8462368388700992,0.9982536968758668,0.8878557061170291,0.7232772281707139
0.23816607729112316,0.6760750721907276,0.8555626230507067,0.9991760555326885,0.8959843727182688,0.7349140249243519
0.2494084330873081,0.6637621889826957,0.8646446248726015,0.9997561669780721,0.903841542828774,0.7463897589245446
0.2608226005399922,0.6513370264457634,0.8734766174950459,0.99999363347354,0.9114218293821372,0.7576965621297118
0.27240075381911344,0.6388081035727448,0.8820525454896737,0.9998882922063026,0.9187200351500338,0.7688266823213239
0.2841349546619498,0.6261840104970565,0.890366528992238,0.9994402154008881,0.9257311563055677,0.7797724884190109
0.29601715781578464,0.6134734026031153,0.89841286773399,0.9986497102696226,0.9324503858540163,0.7905264757126161
0.30803921655392674,0.6006849945919953,0.9061860449499203,0.9975173188019981,0.9388731169286232,0.801081271007608
0.3201928882613043,0.5878275545064181,0.9136807311611872,0.9960438173930716,0.9449949459491768,0.8114296376803201
0.3324698400858014,0.57490989771917,0.9208917878291369,0.9942302163111496,0.9508116756412127,0.821564480639557
0.34486165465146335,0.5619408808890687,0.9278142708784103,0.9920777590051235,0.9563193179137663,0.8314788511911602
0.35735983582965447,0.5489293958886227,0.9344434340867204,0.9895879212519315,0.9615140965937051,0.8411659518022014
0.36995581456420934,0.5358843637075485,0.9407747323389778,0.9867624101447293,0.966392450014764,0.8506191407615362
0.38264095474658566,0.5228147283363234,0.946803824743532,0.9836031629224662,0.9709510334595106,0.8598319367335224
0.3954065591369901,0.509729450633968,0.952526577608392,0.9801123456416669,0.9751867214525647,0.8687980232017805
0.4082438753274164,0.49663750218426544,0.9579390672753851,0.9762923516913307,0.9790966099034992,0.8775112527999509
0.42114410174250894,0.4835478591446244,0.9630375828103132,0.9721458001519656,0.9826780180979561,0.8859656515264775
0.434098393674136,0.47046949609180866,0.9678186285472583,0.9676755339998839,0.9859284905356083,0.8941554228405277
0.4470978693455365,0.4574113798687495,0.9722789264852967,0.962884618157988,0.9888457986137107,0.9020749516362414
0.46013361600088143,0.44438246343666066,0.9764154185359752,0.957776337394385,0.9914279421550843,0.9097188080925844
0.47319669601607517,0.4313916797366708,0.9802252686200114,0.9523541940702704,0.9936731507794858,0.9170817513961645
0.4862781530266078,0.41844793556518256,0.9837058646117776,0.946621905738624,0.9955798851174239,0.924158733334461
0.49936901806825573,0.405560105467157,0.9868548201302382,0.9405834025953657,0.9971468378655874,0.9309449017570012
0.5124603157264208,0.39273702565151,0.9896699761751104,0.9342428247847171,0.9983729346831652,0.9374356039021126
0.5255430702898927,0.37998748793279336,0.9921494026071269,0.9276045195606193,0.9992573349284395,0.9436263895869694
0.5386083119048137,0.36732023370331357,0.994291399471386,0.9206730383061493,0.9997994322351504,0.9495130142587456
0.551647082724629,0.3547439479398208,0.9960944981628825,0.9134531334129816,0.9999988549282357,0.9550914419047829
0.5646504430518026,0.3422672532488787,0.9975574624334185,0.9059497550230335,0.9998554662786601,0.9603578478197798
0.5776094774670913,0.3298987039549958,0.9986792892392049,0.8981680476345274,0.9993693645971594,0.9653086212281017
0.5905153009421715,0.3176467802355726,0.9994592094285734,0.8901133465747973,0.9985408831668373,0.9699403677594163
0.6033590649314319,0.30551988230668997,0.9998966882693248,0.8817911743422624,0.9973705900146577,0.9742499117759564
0.6161319634387494,0.2935263246637088,0.9999914258153546,0.8732072368200614,0.9958592875219914,0.978234298549814
0.6288252390550946,0.28167433038066203,0.9997433571123033,0.8643674193639697,0.9940080118744852,0.981890796288774
0.6414301889628229,0.26997202547230303,0.9991526522420908,0.8552777827672466,0.9918180323516265,0.9852168980092961
0.6539381709025384,0.25842743332272533,0.9982197162063039,0.8459445591052195,0.9892908504564952,0.9882103232553645
0.6663406090984357,0.24704846918432344,0.9969451886485176,0.8363741474624101,0.9864281988862966,0.9908690196620236
