0,1,2,3,4,5
0.0686499193136751,0.005234504362269282,0.061325689194505165,0.04748234247240748,0.06177786336818416,0.06015950472064562
0.11628209145853781,0.09066231815499141,0.1294167724562562,0.06782864180463251,0.1513133905706184,0.12283173182540189
0.16364816357656933,0.17542695892398635,0.19690231410304707,0.08814676832483025,0.2396219403320491,0.18501742241252736
0.2106397431121887,0.25890839373530866,0.26346654900567795,0.10842828284353777,0.32598743195402374,0.24647025894749663
0.25714929449892615,0.34049597599756787,0.32879802283302534,0.1286647613781872,0.40970954070320753,0.30694682673085105
0.30307038524389596,0.4195929121946865,0.3925910493481487,0.14884779865202993,0.49010937663892107,0.3662075780638787
0.3482979294879939,0.49562062728674827,0.4545471407154607,0.16896901158529132,0.56653498962918,0.4240177810971034
0.3927284284844575,0.5680229968470818,0.5143764041265476,0.1890200427771057,0.6383666559158933,0.48014844960319336
0.4362602074454775,0.636270414978513,0.571798898209822,0.20899256397678592,0.7050219033612605,0.53437724999146
0.47879364821485937,0.6998636682529622,0.6265459428773609,0.22887827954298492,0.765960234626404,0.586489381971261
0.5202314172342881,0.7583375873374485,0.6783613764801518,0.24866892988931308,0.8206875099826932,0.6362784293760001
0.5604786882815178,0.8112644495957368,0.7270027543895105,0.2683562949149801,0.8687599542162061,0.6835471777776101
0.5994433594707703,0.8582571077764165,0.7722424833965031,0.28793219741903625,0.9097877551339437,0.7281083956529473
0.6370362640187612,0.8989718219018112,0.8138688866215161,0.3073885064967953,0.9434382244920553,0.769785576007896
0.673171374294035,0.9331107736431359,0.851687193951252,0.32671714091702786,0.9694384957145828,0.8084136355216142
0.7077659986826623,0.9604242447898492,0.8855204533688984,0.34591007247852323,0.9875777365273325,0.8438395684416031
0.7407409708197921,0.9807124438782268,0.9152103589133476,0.3649593293446243,0.997708858564957,0.8759230526395291
0.7720208307540218,0.993826967617803,0.9406179913934455,0.38385699935435197,0.999749710088305,0.9045370054272038
0.8015339976300079,0.9996718864257026,0.9616244683914628,0.40259523330874303,0.9936837421404727,0.9295680869311433
0.8292129334941488,0.9982044461284371,0.9781315005144208,0.421166248231036,0.9795601427397956,0.9509171490318307
0.8549942978484908,0.9894353806983874,0.9900618512905683,0.43956233059935224,0.9574934380216349,0.968499628089441
0.8788190925991711,0.9734288337373814,0.9973596985591535,0.4577758395505281,0.927662563563234,0.9822458799004379
